id,dupe,S or P?,6 Cluster,8 Cluster,Prop,authors,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,Key,Properties
552,FALSE,P,o,i,Maximum eigenvalue of the weighted Laplacian matrix of the graph ,"Karkbara-Knisley, 2016",2,12.499,11.539,11.539,6.243,11.53,12.207,0,12.876,10.851,11.029,10.363,9.49,14.851,12,5,9.928,13.511,12.868,9.928,KARS160109,"Maximum eigenvalue of the weighted Laplacian matrix of the graph (Karkbara-Knisley, 2016)"
553,FALSE,P,o,i,Minimum eigenvalue of the weighted Laplacian matrix of the graph ,"Karkbara-Knisley, 2016",0,-4.307,-4.178,-4.178,-2.243,-3.425,-4.255,0,-3.721,-6.085,-4.729,-3.151,-2.812,-4.801,-4,1,-3.928,-6.324,-4.793,-3.928,KARS160110,"Minimum eigenvalue of the weighted Laplacian matrix of the graph (Karkbara-Knisley, 2016)"
555,FALSE,P,o,i,Second smallest eigenvalue of the Laplacian matrix of the graph ,"Karkbara-Knisley, 2016",2,-2.59,0.528,0.528,2,-0.538,-1.043,0,-1.185,-1.517,1.052,-0.536,0.678,-1.672,4,2,3,-2.576,-2.054,3,KARS160112,"Second smallest eigenvalue of the Laplacian matrix of the graph (Karkbara-Knisley, 2016)"
556,FALSE,P,o,i,Weighted domination number using the atomic number ,"Karkbara-Knisley, 2016",6,19,12,12,6,12,12,1,15,12,12,12,18,18,12,6,6,24,18,6,KARS160113,"Weighted domination number using the atomic number (Karkbara-Knisley, 2016)"
561,FALSE,P,p,i,Average weighted atomic number or degree based on atomic number in thegraph ,"Karkbara-Knisley, 2016",6,5,6.6,6.8,9.33,6.67,6.5,3.5,4.7,6,6,6.17,8,6,6,7.33,5.4,5.667,6.22,6,KARS160118,"Average weighted atomic number or degree based on atomic number in thegraph (Karkbara-Knisley, 2016)"
562,FALSE,P,o,i,Weighted maximum eigenvalue based on the atomic numbers ,"Karkbara-Knisley, 2016",12,23.343,27.708,28.634,28,28.731,27.831,7,24.243,24.841,25.021,22.739,31.344,26.993,24,20,23.819,29.778,28.252,24,KARS160119,"Weighted maximum eigenvalue based on the atomic numbers (Karkbara-Knisley, 2016)"
563,FALSE,P,o,i,Weighted minimum eigenvalue based on the atomic numbers ,"Karkbara-Knisley, 2016",0,0,0,0,0,0,0,0,-1.734,-1.641,0,-0.179,0,0,0,0,-4.227,0.211,-0.96,0,KARS160120,"Weighted minimum eigenvalue based on the atomic numbers (Karkbara-Knisley, 2016)"
564,FALSE,P,o,i,Weighted average eigenvalue based on the atomic numbers ,"Karkbara-Knisley, 2016",6,10.667,10,10.4,11.333,10.667,10.5,3.5,10.4,9.6,9.6,10.167,13.6,12,12,8.667,9,12.75,12.222,9,KARS160121,"Weighted average eigenvalue based on the atomic numbers (Karkbara-Knisley, 2016)"
565,FALSE,P,o,i,Weighted second smallest eigenvalue of the weighted Laplacian matrix,"Karkbara-Knisley, 2016",0,4.2,3,2.969,6,1.822,1.849,0,1.605,3.373,3.113,1.372,2.656,2.026,12,6,6,2.044,1.599,6,KARS160122,"Weighted second smallest eigenvalue of the weighted Laplacian matrix(Karkbara-Knisley, 2016)"
570,FALSE,P,o,i,free energy of binding to Graphene,Tiff Walsh's Free Energy of Binding to Graphene,-10.4,-23.2,-15.3,-8.4,-10.8,-11,-21.8,-18.7,-13.4,-2.8,-7.2,-6.9,-16.5,-14.9,-7.2,-13.3,-10.5,-21.4,-20.8,-7.6,,Free Energy
11,FALSE,P,h,p,Retention coefficient in TFA ,"Browne et al., 1982",7.3,-3.6,-5.7,-2.9,-9.2,-7.1,-0.3,-1.2,-2.1,6.6,20,-3.7,5.6,19.2,5.1,-4.1,0.8,16.3,5.9,3.5,BROC820101,"Retention coefficient in TFA (Browne et al., 1982)"
12,FALSE,P,h,p,Retention coefficient in HFBA ,"Browne et al., 1982",3.9,3.2,-2.8,-2.8,-14.3,-7.5,1.8,-2.3,2,11,15,-2.5,4.1,14.7,5.6,-3.5,1.1,17.8,3.8,2.1,BROC820102,"Retention coefficient in HFBA (Browne et al., 1982)"
58,FALSE,P,p,p,Partial specific volume ,"Cohn-Edsall, 1943",0.75,0.7,0.61,0.6,0.61,0.66,0.67,0.64,0.67,0.9,0.9,0.82,0.75,0.77,0.76,0.68,0.7,0.74,0.71,0.86,COHE430101,"Partial specific volume (Cohn-Edsall, 1943)"
62,FALSE,P,p,p,Size ,"Dawson, 1972",2.5,7.5,5,2.5,3,5,6,0.5,6,5.5,5.5,7,6,6.5,5.5,3,5,7,7,5,DAWD720101,"Size (Dawson, 1972)"
68,FALSE,P,p,p,Solvation free energy ,"Eisenberg-McLachlan, 1986",0.67,-2.1,-0.6,-1.2,0.38,-0.76,-0.22,0,0.64,1.9,1.9,-0.57,2.4,2.3,1.2,0.01,0.52,2.6,1.6,1.5,EISD860101,"Solvation free energy (Eisenberg-McLachlan, 1986)"
72,FALSE,P,p,p,Melting point ,"Fasman, 1976",297,238,236,270,178,249,185,290,277,284,337,224,283,284,222,228,253,282,344,293,FASG760102,"Melting point (Fasman, 1976)"
73,FALSE,P,a,p,Optical rotation ,"Fasman, 1976",1.8,12.5,-5.6,5.05,-16.5,12,6.3,0,-38.5,12.4,-11,14.6,-10,-34.5,-86.2,-7.5,-28,-33.7,-10,5.63,FASG760103,"Optical rotation (Fasman, 1976)"
77,FALSE,P,p,p,Graph shape index ,"Fauchere et al., 1988",1.28,2.34,1.6,1.6,1.77,1.56,1.56,0,2.99,4.19,2.59,1.89,2.35,2.94,2.67,1.31,3.03,3.21,2.94,3.67,FAUJ880101,"Graph shape index (Fauchere et al., 1988)"
111,FALSE,P,p,p,Volume ,"Grantham, 1974",31,124,56,54,55,83,85,3,96,111,111,119,105,132,32.5,32,61,170,136,84,GRAR740103,"Volume (Grantham, 1974)"
115,FALSE,P,p,p,Heat capacity ,"Hutchens, 1970",29.22,26.37,38.3,37.09,50.7,41.84,44.02,23.71,59.64,45,48.03,57.1,69.32,48.52,36.13,32.4,35.2,56.92,51.73,40.35,HUTJ700101,"Heat capacity (Hutchens, 1970)"
116,FALSE,P,p,p,Absolute entropy ,"Hutchens, 1970",30.88,68.43,41.7,40.66,53.83,44.98,46.62,24.74,65.99,49.71,50.62,63.21,55.32,51.06,39.21,35.65,36.5,60,51.15,42.75,HUTJ700102,"Absolute entropy (Hutchens, 1970)"
117,FALSE,P,p,p,Entropy of formation ,"Hutchens, 1970",154.33,341.01,207.9,194.91,219.79,223.16,235.51,127.9,242.54,233.21,232.3,300.46,202.65,204.74,179.93,174.06,205.8,237.01,229.15,207.6,HUTJ700103,"Entropy of formation (Hutchens, 1970)"
132,FALSE,P,p,p,pK  ,#NAME?,2.34,1.18,2.02,2.01,1.65,2.19,2.17,2.34,1.82,2.36,2.36,2.18,2.28,1.83,1.99,2.21,2.1,2.38,2.2,2.32,JOND750102,"pK (-COOH) (Jones, 1975)"
149,FALSE,P,p,p,Side chain volume ,"Krigbaum-Komoriya, 1979",27.5,105,58.7,40,44.6,62,80.7,0,79,93.5,93.5,100,94.1,115.5,41.9,29.3,51.3,145.5,117.3,71.5,KRIW790103,"Side chain volume (Krigbaum-Komoriya, 1979)"
360,FALSE,P,p,p,Principal component III ,"Sneath, 1966",-0.11,0.079,-0.136,-0.285,-0.184,-0.246,-0.067,-0.073,0.32,0.001,-0.008,0.049,-0.041,0.438,-0.016,-0.153,-0.208,0.493,0.381,-0.155,SNEP660103,"Principal component III (Sneath, 1966)"
384,FALSE,P,p,p,Free energy change of epsilon to epsilon ,i,0.16,-0.2,1.03,-0.24,-0.12,-0.45,-0.55,-0.16,-0.18,-0.19,-0.44,-0.12,-0.79,-0.25,-0.59,-0.01,0.05,-0.33,-0.42,-0.46,WERD780102,"Free energy change of epsilon(i) to epsilon(ex) (Wertz-Scheraga, 1978)"
385,FALSE,P,p,p,Free energy change of alpha to alpha ,Ri,0.15,-0.37,0.69,-0.22,-0.19,0.14,-0.06,0.36,-0.25,0.02,0.06,-0.16,0.11,1.18,0.11,0.13,0.28,-0.12,0.19,-0.08,WERD780103,"Free energy change of alpha(Ri) to alpha(Rh) (Wertz-Scheraga, 1978)"
386,FALSE,P,p,p,Free energy change of epsilon to alpha ,i,-0.07,-0.4,-0.57,-0.8,0.17,-0.63,-0.26,0.27,-0.49,0.06,-0.17,-0.45,0.03,0.4,-0.47,-0.11,0.09,-0.61,-0.61,-0.11,WERD780104,"Free energy change of epsilon(i) to alpha(Rh) (Wertz-Scheraga, 1978)"
390,FALSE,P,p,p,Principal property value z2 ,"Wold et al., 1987",-1.73,2.52,1.45,1.13,-0.97,0.39,0.53,-5.36,1.74,-1.68,-1.03,1.41,-0.27,1.3,0.88,-1.63,-2.09,3.65,2.32,-2.53,WOLS870102,"Principal property value z2 (Wold et al., 1987)"
422,FALSE,P,p,p,Delta G values for the peptides extrapolated to 0 M urea ,"O'Neil-DeGrado,  1990",13.4,13.3,12,11.7,11.6,12.2,12.8,11.3,11.6,12,13,13,12.8,12.1,6.5,12.2,11.7,12.4,12.1,11.9,ONEK900101,"Delta G values for the peptides extrapolated to 0 M urea (O'Neil-DeGrado,  1990)"
483,FALSE,P,p,p,Volumes including the crystallographic waters using the ProtOr ,"Tsaietal.,  1999",89.3,190.3,122.4,114.4,102.5,138.8,146.9,63.8,157.5,163,163.1,165.1,165.8,190.8,121.6,94.2,119.6,226.4,194.6,138.2,TSAJ990101,"Volumes including the crystallographic waters using the ProtOr (Tsaietal.,  1999)"
484,FALSE,P,p,p,Volumes not including the crystallographic waters using the ProtOr ,"Tsai et  al., 1999",90,194,124.7,117.3,103.3,142.2,149.4,64.9,160,163.9,164,167.3,167,191.9,122.9,95.4,121.5,228.2,197,139,TSAJ990102,"Volumes not including the crystallographic waters using the ProtOr (Tsai et  al., 1999)"
509,FALSE,P,p,p,The stability scale from the knowledge-based atom-atom potential ,"Zhou-Zhou,  2004",2.18,2.71,1.85,1.75,3.89,1.89,2.16,1.17,2.51,4.5,4.71,2.12,3.63,5.88,2.09,1.66,2.18,6.46,5.01,3.77,ZHOH040101,"The stability scale from the knowledge-based atom-atom potential (Zhou-Zhou,  2004)"
511,FALSE,P,p,p,Buriability ,"Zhou-Zhou, 2004",13.4,8.5,7.6,8.2,22.6,7.3,8.5,7,11.3,20.3,20.8,6.1,15.7,23.9,9.9,8.2,10.3,24.5,19.5,19.5,ZHOH040103,"Buriability (Zhou-Zhou, 2004)"
513,FALSE,P,p,p,Mean volumes of residues buried in protein interiors ,"Harpaz et al.,1994",90.1,192.8,127.5,117.1,113.2,140.8,149.4,63.8,159.3,164.9,164.6,170,167.7,193.5,123.1,94.2,120,197.1,231.7,139.1,HARY940101,"Mean volumes of residues buried in protein interiors (Harpaz et al.,1994)"
549,FALSE,P,o,p,Radius  ,minimum eccentricity,1,6,3,3,1,4,4,0,6,3,3,5,3,6,4,2,1,9,6,1,KARS160106,"Radius (minimum eccentricity) (Karkbara-Knisley, 2016)"
550,FALSE,P,p,p,Diameter  ,maximum eccentricity,1,12,6,6,3,8,8,0,9,6,6,9,7,11,4,3,4,14,13,4,KARS160107,"Diameter (maximum eccentricity) (Karkbara-Knisley, 2016)"
558,FALSE,P,o,p,Weighted radius based on the atomic number  ,minimum eccentricity,6,20,14,12,12,14,15,1,18,12,12,18,18,18,12,8,8,18,20,6,KARS160115,"Weighted radius based on the atomic number (minimum eccentricity) (Karkbara-Knisley, 2016)"
559,FALSE,P,p,p,Weighted diameter based on the atomic number ,maximum eccentricity,6,38,20,20,22,26,24,6,31,18,18,31,34,24,12,20,14,36,38,12,KARS160116,"Weighted diameter based on the atomic number (maximum eccentricity)(Karkbara-Knisley, 2016)"
560,FALSE,P,o,p,Total weighted atomic number of the graph  ,obtained by summing all theatomic number of each of the vertices in the graph,12,45,33.007,34,28,40,39,7,47,30,30,37,40,48,24,22,27,68,56,24.007,KARS160117,"Total weighted atomic number of the graph (obtained by summing all theatomic number of each of the vertices in the graph) (Karkbara-Knisley, 2016)"
14,FALSE,P,p,r,Apparent partial specific volume ,"Bull-Breese, 1974",0.691,0.728,0.596,0.558,0.624,0.632,0.649,0.592,0.646,0.809,0.842,0.767,0.709,0.756,0.73,0.594,0.655,0.743,0.743,0.777,BULH740102,"Apparent partial specific volume (Bull-Breese, 1974)"
31,FALSE,P,p,r,Average volume of buried residue ,"Chothia, 1975",91.5,202,135.2,124.5,117.7,155.1,161.1,66.4,167.3,168.8,167.9,171.3,170.8,203.4,129.3,99.1,122.1,237.6,203.6,141.7,CHOC750101,"Average volume of buried residue (Chothia, 1975)"
71,FALSE,P,p,r,Molecular weight ,"Fasman, 1976",89.09,174.2,132.12,133.1,121.15,147.13,146.15,75.07,155.16,131.17,131.17,146.19,149.21,165.19,115.13,105.09,119.12,204.24,181.19,117.15,FASG760101,"Molecular weight (Fasman, 1976)"
79,FALSE,P,p,r,Normalized van der Waals volume ,"Fauchere et al., 1988",1,6.13,2.95,2.78,2.43,3.78,3.95,0,4.66,4,4,4.77,4.43,5.89,2.72,1.6,2.6,8.08,6.47,3,FAUJ880103,"Normalized van der Waals volume (Fauchere et al., 1988)"
108,TRUE,P,p,r,Residue volume ,"Goldsack-Chalifoux, 1973",88.3,181.2,125.1,110.8,112.4,140.5,148.7,60,152.6,168.5,168.5,175.6,162.2,189,122.2,88.7,118.2,227,193,141.4,GOLD730102,"Residue volume (Goldsack-Chalifoux, 1973)"
127,FALSE,P,h,r,Percentage of buried residues ,"Janin et al., 1978",51,5,22,19,74,16,16,52,34,66,60,3,52,58,25,35,30,49,24,64,JANJ780102,"Percentage of buried residues (Janin et al., 1978)"
128,FALSE,P,h,r,Percentage of exposed residues ,"Janin et al., 1978",15,67,49,50,5,55,56,10,34,13,16,85,20,10,45,32,32,17,41,14,JANJ780103,"Percentage of exposed residues (Janin et al., 1978)"
134,TRUE,P,p,r,Relative mutability ,"Jones et al., 1992",100,83,104,86,44,77,84,50,91,103,54,72,93,51,58,117,107,25,50,98,JOND920102,"Relative mutability (Jones et al., 1992)"
156,FALSE,P,p,r,Radius of gyration of side chain ,"Levitt, 1976",0.77,2.38,1.45,1.43,1.22,1.77,1.75,0.58,1.78,1.56,1.54,2.08,1.8,1.9,1.25,1.08,1.24,2.21,2.13,1.29,LEVM760105,"Radius of gyration of side chain (Levitt, 1976)"
157,FALSE,P,p,r,van der Waals parameter R0 ,"Levitt, 1976",5.2,6,5,5,6.1,6,6,4.2,6,7,7,6,6.8,7.1,6.2,4.9,5,7.6,7.1,6.4,LEVM760106,"van der Waals parameter R0 (Levitt, 1976)"
158,FALSE,P,p,r,van der Waals parameter epsilon ,"Levitt, 1976",0.025,0.2,0.1,0.1,0.1,0.1,0.1,0.025,0.1,0.19,0.19,0.2,0.19,0.39,0.17,0.025,0.1,0.56,0.39,0.15,LEVM760107,"van der Waals parameter epsilon (Levitt, 1976)"
352,FALSE,P,p,r,Mean area buried on transfer ,"Rose et al., 1985",86.6,162.2,103.3,97.8,132.3,113.9,119.2,62.9,155.8,158,164.1,115.5,172.9,194.1,92.9,85.6,106.5,224.6,177.7,141,ROSG850101,"Mean area buried on transfer (Rose et al., 1985)"
353,FALSE,P,h,r,Mean fractional area loss ,"Rose et al., 1985",0.74,0.64,0.63,0.62,0.91,0.62,0.62,0.72,0.78,0.88,0.85,0.52,0.85,0.88,0.64,0.66,0.7,0.85,0.76,0.86,ROSG850102,"Mean fractional area loss (Rose et al., 1985)"
398,FALSE,P,p,r,Bulkiness ,"Zimmerman et al., 1968",11.5,14.28,12.82,11.68,13.46,13.57,14.45,3.4,13.69,21.4,21.4,15.71,16.25,19.8,17.43,9.47,15.77,21.67,18.03,21.57,ZIMJ680102,"Bulkiness (Zimmerman et al., 1968)"
514,FALSE,P,p,r,Average volumes of residues ,"Pontius et al., 1996",91.5,196.1,138.3,135.2,114.4,154.6,156.4,67.5,163.2,162.6,163.4,162.5,165.9,198.8,123.4,102,126,209.8,237.2,138.4,PONJ960101,"Average volumes of residues (Pontius et al., 1996)"
544,FALSE,P,o,r,Number of vertices  ,order of the graph,2,8,5,5,3,6,6,1,7,5,5,6,5,8,4,3,4,11,9,4,KARS160101,"Number of vertices (order of the graph) (Karkbara-Knisley, 2016)"
545,FALSE,P,o,r,Number of edges  ,size of the graph,1,7,4,4,2,5,5,0,6,4,4,5,4,8,4,2,3,12,9,3,KARS160102,"Number of edges (size of the graph) (Karkbara-Knisley, 2016)"
2,FALSE,S,a,a,Signal sequence helical potential ,"Argos et al., 1982",1.18,0.2,0.23,0.05,1.89,0.11,0.72,0.49,0.31,1.45,3.23,0.06,2.67,1.96,0.76,0.97,0.84,0.77,0.39,1.08,ARGP820102,"Signal sequence helical potential (Argos et al., 1982)"
15,FALSE,S,a,a,alpha-NH chemical shifts ,"Bundi-Wuthrich, 1979",8.249,8.274,8.747,8.41,8.312,8.368,8.411,8.391,8.415,8.195,8.423,8.408,8.418,8.228,0,8.38,8.236,8.094,8.183,8.436,BUNA790101,"alpha-NH chemical shifts (Bundi-Wuthrich, 1979)"
23,FALSE,S,a,a,The Chou-Fasman parameter of the coil conformation ,"Charton-Charton,1983",0.71,1.06,1.37,1.21,1.19,0.84,0.87,1.52,1.07,0.66,0.69,0.99,0.59,0.71,1.61,1.34,1.08,0.76,1.07,0.63,CHAM830101,"The Chou-Fasman parameter of the coil conformation (Charton-Charton,1983)"
41,FALSE,S,c,a,Normalized frequency of C-terminal helix ,"Chou-Fasman, 1978b",1.2,1.25,0.59,0.61,1.11,1.24,1.22,0.42,1.77,0.98,1.13,1.83,1.57,1.1,0,0.96,0.75,0.4,0.73,1.25,CHOP780205,"Normalized frequency of C-terminal helix (Chou-Fasman, 1978b)"
48,FALSE,S,a,a,Frequency of the 1st residue in turn ,"Chou-Fasman, 1978b",0.06,0.07,0.161,0.147,0.149,0.056,0.074,0.102,0.14,0.043,0.061,0.055,0.068,0.059,0.102,0.12,0.086,0.077,0.082,0.062,CHOP780212,"Frequency of the 1st residue in turn (Chou-Fasman, 1978b)"
49,FALSE,S,a,a,Frequency of the 2nd residue in turn ,"Chou-Fasman, 1978b",0.076,0.106,0.083,0.11,0.053,0.06,0.098,0.085,0.047,0.034,0.025,0.115,0.082,0.041,0.301,0.139,0.108,0.013,0.065,0.048,CHOP780213,"Frequency of the 2nd residue in turn (Chou-Fasman, 1978b)"
50,FALSE,S,a,a,Frequency of the 3rd residue in turn ,"Chou-Fasman, 1978b",0.035,0.099,0.191,0.179,0.117,0.077,0.037,0.19,0.093,0.013,0.036,0.072,0.014,0.065,0.034,0.125,0.065,0.064,0.114,0.028,CHOP780214,"Frequency of the 3rd residue in turn (Chou-Fasman, 1978b)"
51,FALSE,S,a,a,Frequency of the 4th residue in turn ,"Chou-Fasman, 1978b",0.058,0.085,0.091,0.081,0.128,0.064,0.098,0.152,0.054,0.056,0.07,0.095,0.055,0.065,0.068,0.106,0.079,0.167,0.125,0.053,CHOP780215,"Frequency of the 4th residue in turn (Chou-Fasman, 1978b)"
91,FALSE,S,a,a,Helix initiation parameter at posision i-1 ,"Finkelstein et al., 1991",1,0.7,1.7,3.2,1,1.7,1,1,1,0.6,1,0.7,1,1,1,1.7,1.7,1,1,0.6,FINA910101,"Helix initiation parameter at posision i-1 (Finkelstein et al., 1991)"
92,FALSE,S,a,a,"Helix initiation parameter at posision i,i+1,i+2 ","Finkelstein et al., 1991",1,0.7,1,1.7,1,1.7,1,1.3,1,1,1,0.7,1,1,13,1,1,1,1,1,FINA910102,"Helix initiation parameter at posision i,i+1,i+2 (Finkelstein et al., 1991)"
93,FALSE,S,a,a,"Helix termination parameter at posision j-2,j-1,j ","Finkelstein et al.,1991",1.2,1.7,1.2,0.7,1,0.7,1,0.8,1.2,0.8,1,1.7,1,1,1,1.5,1,1,1,0.8,FINA910103,"Helix termination parameter at posision j-2,j-1,j (Finkelstein et al.,1991)"
94,FALSE,S,a,a,Helix termination parameter at posision j+1 ,"Finkelstein et al., 1991",1,1.7,1,0.7,1,0.7,1,1.5,1,1,1,1.7,1,1,0.1,1,1,1,1,1,FINA910104,"Helix termination parameter at posision j+1 (Finkelstein et al., 1991)"
159,FALSE,S,c,a,"Normalized frequency of alpha-helix, with weights ","Levitt, 1978",1.29,0.96,0.9,1.04,1.11,1.44,1.27,0.56,1.22,0.97,1.3,1.23,1.47,1.07,0.52,0.82,0.82,0.99,0.72,0.91,LEVM780101,"Normalized frequency of alpha-helix, with weights (Levitt, 1978)"
162,FALSE,S,c,a,"Normalized frequency of alpha-helix, unweighted ","Levitt, 1978",1.32,0.98,0.95,1.03,0.92,1.44,1.1,0.61,1.31,0.93,1.31,1.25,1.39,1.02,0.58,0.76,0.79,0.97,0.73,0.93,LEVM780104,"Normalized frequency of alpha-helix, unweighted (Levitt, 1978)"
175,FALSE,S,c,a,Normalized frequency of alpha region ,"Maxfield-Scheraga, 1976",1,1.18,0.87,1.39,1.09,1.04,1.13,0.46,0.71,0.68,1.01,1.05,0.36,0.65,1.95,1.56,1.23,1.1,0.87,0.58,MAXF760106,"Normalized frequency of alpha region (Maxfield-Scheraga, 1976)"
222,FALSE,S,c,a,Normalized frequency of alpha-helix from LG ,"Palau et al., 1981",1.3,0.93,0.9,1.02,0.92,1.43,1.04,0.63,1.33,0.87,1.3,1.23,1.32,1.09,0.63,0.78,0.8,1.03,0.71,0.95,PALJ810101,"Normalized frequency of alpha-helix from LG (Palau et al., 1981)"
223,FALSE,S,c,a,Normalized frequency of alpha-helix from CF ,"Palau et al., 1981",1.32,1.04,0.74,0.97,0.7,1.48,1.25,0.59,1.06,1.01,1.22,1.13,1.47,1.1,0.57,0.77,0.86,1.02,0.72,1.05,PALJ810102,"Normalized frequency of alpha-helix from CF (Palau et al., 1981)"
228,FALSE,S,c,a,Normalized frequency of alpha-helix in all-alpha class ,"Palau et al., 1981",1.08,0.93,1.05,0.86,1.22,1.09,0.95,0.85,1.02,0.98,1.04,1.01,1.11,0.96,0.91,0.95,1.15,1.17,0.8,1.03,PALJ810107,"Normalized frequency of alpha-helix in all-alpha class (Palau et al., 1981)"
229,FALSE,S,c,a,Normalized frequency of alpha-helix in alpha+beta class ,"Palau et al.,1981",1.34,0.91,0.83,1.06,1.27,1.69,1.13,0.47,1.11,0.84,1.39,1.08,0.9,1.02,0.48,1.05,0.74,0.64,0.73,1.18,PALJ810108,"Normalized frequency of alpha-helix in alpha+beta class (Palau et al.,1981)"
230,FALSE,S,c,a,Normalized frequency of alpha-helix in alpha/beta class ,"Palau et al.,1981",1.15,1.06,0.87,1,1.03,1.37,1.43,0.64,0.95,0.99,1.22,1.2,1.45,0.92,0.72,0.84,0.97,1.11,0.72,0.82,PALJ810109,"Normalized frequency of alpha-helix in alpha/beta class (Palau et al.,1981)"
255,TRUE,S,a,a,Helix-coil equilibrium constant ,"Ptitsyn-Finkelstein, 1983",1.1,0.95,0.8,0.65,0.95,1,1,0.6,0.85,1.1,1.25,1,1.15,1.1,0.1,0.75,0.75,1.1,1.1,0.95,PTIO830101,"Helix-coil equilibrium constant (Ptitsyn-Finkelstein, 1983)"
257,FALSE,S,a,a,Weights for alpha-helix at the window position of -6 ,"Qian-Sejnowski, 1988",0.12,0.04,-0.1,0.01,-0.25,-0.02,-0.03,-0.02,-0.06,-0.07,0.05,0.26,0,0.05,-0.19,-0.19,-0.04,-0.06,-0.14,-0.03,QIAN880101,"Weights for alpha-helix at the window position of -6 (Qian-Sejnowski, 1988)"
258,FALSE,S,a,a,Weights for alpha-helix at the window position of -5 ,"Qian-Sejnowski, 1988",0.26,-0.14,-0.03,0.15,-0.15,0.21,-0.13,-0.37,0.1,-0.03,-0.02,0.12,0,0.12,-0.08,0.01,-0.34,-0.01,-0.29,0.02,QIAN880102,"Weights for alpha-helix at the window position of -5 (Qian-Sejnowski, 1988)"
259,FALSE,S,a,a,Weights for alpha-helix at the window position of -4 ,"Qian-Sejnowski, 1988",0.64,-0.1,0.09,0.33,0.03,0.51,-0.23,-0.09,-0.23,-0.22,0.41,-0.17,0.13,-0.03,-0.43,-0.1,-0.07,-0.02,-0.38,-0.01,QIAN880103,"Weights for alpha-helix at the window position of -4 (Qian-Sejnowski, 1988)"
260,FALSE,S,a,a,Weights for alpha-helix at the window position of -3 ,"Qian-Sejnowski, 1988",0.29,-0.03,-0.04,0.11,-0.05,0.28,0.26,-0.67,-0.26,0,0.47,-0.19,0.27,0.24,-0.34,-0.17,-0.2,0.25,-0.3,-0.01,QIAN880104,"Weights for alpha-helix at the window position of -3 (Qian-Sejnowski, 1988)"
261,FALSE,S,a,a,Weights for alpha-helix at the window position of -2 ,"Qian-Sejnowski, 1988",0.68,-0.22,-0.09,-0.02,-0.15,0.44,-0.15,-0.73,-0.14,-0.08,0.61,0.03,0.39,0.06,-0.76,-0.26,-0.1,0.2,-0.04,0.12,QIAN880105,"Weights for alpha-helix at the window position of -2 (Qian-Sejnowski, 1988)"
262,FALSE,S,a,a,Weights for alpha-helix at the window position of -1 ,"Qian-Sejnowski, 1988",0.34,0.22,-0.33,0.06,-0.18,0.2,0.01,-0.88,-0.09,-0.03,0.2,-0.11,0.43,0.15,-0.81,-0.35,-0.37,0.07,-0.31,0.13,QIAN880106,"Weights for alpha-helix at the window position of -1 (Qian-Sejnowski, 1988)"
263,FALSE,S,a,a,Weights for alpha-helix at the window position of 0 ,"Qian-Sejnowski,1988",0.57,0.23,-0.36,-0.46,-0.15,0.26,0.15,-0.71,-0.05,0,0.48,0.16,0.41,0.03,-1.12,-0.47,-0.54,-0.1,-0.35,0.31,QIAN880107,"Weights for alpha-helix at the window position of 0 (Qian-Sejnowski,1988)"
264,FALSE,S,a,a,Weights for alpha-helix at the window position of 1 ,"Qian-Sejnowski,1988",0.33,0.1,-0.19,-0.44,-0.03,0.21,0.19,-0.46,0.27,-0.33,0.57,0.23,0.79,0.48,-1.86,-0.23,-0.33,0.15,-0.19,0.24,QIAN880108,"Weights for alpha-helix at the window position of 1 (Qian-Sejnowski,1988)"
265,FALSE,S,a,a,Weights for alpha-helix at the window position of 2 ,"Qian-Sejnowski,1988",0.13,0.08,-0.07,-0.71,-0.09,0.13,0.12,-0.39,0.32,0,0.5,0.37,0.63,0.15,-1.4,-0.28,-0.21,0.02,-0.1,0.17,QIAN880109,"Weights for alpha-helix at the window position of 2 (Qian-Sejnowski,1988)"
266,FALSE,S,a,a,Weights for alpha-helix at the window position of 3 ,"Qian-Sejnowski,1988",0.31,0.18,-0.1,-0.81,-0.26,-0.06,0.41,-0.42,0.51,-0.15,0.56,0.47,0.58,0.1,-1.33,-0.49,-0.44,0.14,-0.08,-0.01,QIAN880110,"Weights for alpha-helix at the window position of 3 (Qian-Sejnowski,1988)"
267,FALSE,S,a,a,Weights for alpha-helix at the window position of 4 ,"Qian-Sejnowski,1988",0.21,0.07,-0.04,-0.58,-0.12,-0.23,0.13,-0.15,0.37,0.31,0.7,0.28,0.61,-0.06,-1.03,-0.28,-0.25,0.21,0.16,0,QIAN880111,"Weights for alpha-helix at the window position of 4 (Qian-Sejnowski,1988)"
268,FALSE,S,a,a,Weights for alpha-helix at the window position of 5 ,"Qian-Sejnowski,1988",0.18,0.21,-0.03,-0.32,-0.29,-0.25,-0.27,-0.4,0.28,-0.03,0.62,0.41,0.21,0.05,-0.84,-0.05,-0.16,0.32,0.11,0.06,QIAN880112,"Weights for alpha-helix at the window position of 5 (Qian-Sejnowski,1988)"
269,FALSE,S,a,a,Weights for alpha-helix at the window position of 6 ,"Qian-Sejnowski,1988",-0.08,0.05,-0.08,-0.24,-0.25,-0.19,-0.28,-0.1,0.29,-0.01,0.28,0.45,0.11,0,-0.42,0.07,-0.33,0.36,0,-0.13,QIAN880113,"Weights for alpha-helix at the window position of 6 (Qian-Sejnowski,1988)"
